Bezirk,Wahl-bezirk,PLZ,Anschrift
12,307,13503,Schulzendorfer Str.  99-101
12,308,13503,Dambockstr.  76
12,309,13503,Dambockstr.  76
12,310,13503,Alt-Heiligensee  52
12,311,13503,Schulzendorfer Str.  99-101
12,312,13503,Heiligenseestr.  61-65
12,313,13505,Gerlindeweg  11-23
12,314,13507,Alt-Tegel  37
12,315,13505,Gerlindeweg  11-23
12,316,13507,Alt-Tegel  43
12,317,13507,Alt-Tegel  43
12,318,13505,Gerlindeweg  11-23
12,319,13507,Neheimer Str.  10
12,320,13507,Namslaustr.  49-57
12,321,13507,Namslaustr.  49-57
12,322,13507,Namslaustr.  49-57
12,323,13505,Gerlindeweg  11-23
12,324,13599,Im Saatwinkel  7-9
12,401,13469,Artemisstr.  22-26
12,402,13469,Artemisstr.  22-26
12,403,13469,Waldshuter Zeile  6
12,404,13469,Waldshuter Zeile  6
12,405,13469,Waldshuter Zeile  6
12,406,13509,Hatzfeldtallee  2-4
12,407,13509,Erholungsweg  64
12,408,13469,Place Molière  4
12,409,13437,Cyclopstr.  3
12,410,13435,Wittenauer Str.  18-20
12,411,13435,Wittenauer Str.  18-20
12,412,13509,Tile-Brügge-Weg  63
12,413,13437,Eichborndamm  215-239
12,414,13437,Eichborndamm  276-284
12,415,13509,Hatzfeldtallee  2-4
12,416,13509,Ziekowstr.  80-88
12,417,13437,Alt-Wittenau  71-72
12,418,13437,Eichborndamm  276-284
12,419,13437,Alt-Wittenau  8-12
12,420,13509,Ziekowstr.  80-88
12,421,13509,Miraustr.  100-118
12,422,13509,Klinnerweg  27
12,423,13509,Klinnerweg  27
12,424,13403,Eichborndamm  208
12,425,13437,Rathauspromenade  75
12,426,13403,Eichborndamm  208
12,501,13469,Am Vierrutenberg  59-65
12,502,13469,Zabel-Krüger-Damm  227
12,503,13469,Am Vierrutenberg  2
12,504,13435,Senftenberger Ring  97
12,505,13435,Senftenberger Ring  43-45
12,506,13435,Senftenberger Ring  43-45
12,507,13435,Senftenberger Ring  43-45
12,508,13435,Senftenberger Ring  43-45
12,509,13439,Treuenbrietzener Str.  26
12,510,13439,Wilhelmsruher Damm  90-94
12,511,13435,Senftenberger Ring  51
12,512,13435,Senftenberger Ring  97
12,513,13435,Finsterwalder Str.  52-54
12,514,13435,Senftenberger Ring  97
12,515,13435,Senftenberger Ring  27
12,516,13435,Senftenberger Ring  27
12,517,13435,Finsterwalder Str.  52-54
12,518,13435,Finsterwalder Str.  52-54
12,519,13439,Tornower Weg  26-34
12,520,13439,Wilhelmsruher Damm  90-94
12,521,13439,Tornower Weg  26-34
12,522,13439,Wilhelmsruher Damm  142
12,523,13439,Dannenwalder Weg  163-165
12,524,13439,Wilhelmsruher Damm  90-94
12,525,13439,Tornower Weg  26-34
12,526,13439,Dannenwalder Weg  163-165
12,601,13465,Invalidensiedlung  46
12,602,13465,Gollanczstr.  18-24
12,603,13465,Wildkanzelweg  28
12,604,13465,Laurinsteig  39-45
12,605,13465,Laurinsteig  39-45
12,606,13465,Gollanczstr.  18-24
12,607,13465,Laurinsteig  39-45
12,608,13465,Sigismundkorso  68-70
12,609,13465,Benediktinerstr.  11-19
12,610,13465,Zeltinger Str.  6
12,611,13465,Sigismundkorso  68-70
12,612,13467,Frohnauer Str.  74-80
12,613,13465,Zeltinger Str.  6
12,614,13467,Frohnauer Str.  74-80
12,615,13467,Olafstr.  32-34
12,616,13467,Berliner Str.  105-107
12,617,13467,Heidenheimer Str.  53-54
12,618,13467,Olafstr.  32-34
12,619,13467,Seebadstr.  42-43
12,620,13467,Heidenheimer Str.  53-54
12,621,13467,Fichtestr.  1-3
12,622,13467,Fichtestr.  1-3
12,623,13467,Fichtestr.  1-3
12,624,13509,Bonifaziusstr.  16-18
12,625,13509,Waidmannsluster Damm  79
